date,sunset time (CST)
2012-11-23,1643
2012-11-24,1642
2012-11-25,1642
2012-11-26,1641
2012-11-27,1641
2012-11-28,1641
2012-11-29,1640
2012-11-30,1640
2012-12-01,1640
2012-12-02,1640
2012-12-03,1640
2012-12-04,1640
2012-12-05,1640
2012-12-06,1640
2012-12-07,1640
2012-12-08,1640
2012-12-09,1640
2012-12-10,1640
2012-12-11,1640
2012-12-12,1640
2012-12-13,1640
2012-12-14,1641
2012-12-15,1641
2012-12-16,1641
2012-12-17,1642
2012-12-18,1642
2012-12-19,1642
2012-12-20,1643
2012-12-21,1643
2012-12-22,1644
2012-12-23,1645
2012-12-24,1645
2012-12-25,1646
2012-12-26,1646
2012-12-27,1647
2012-12-28,1648
2012-12-29,1648
2012-12-30,1649
2012-12-31,1650
2013-01-01,1651
2013-01-02,1652
2013-01-03,1653
2013-01-04,1653
2013-01-05,1654
2013-01-06,1655
2013-01-07,1656
2013-01-08,1657
2013-01-09,1658
2013-01-10,1659
2013-01-11,1700
2013-01-12,1701
2013-01-13,1702
2013-01-14,1703
2013-01-15,1704
2013-01-16,1705
2013-01-17,1706
2013-01-18,1707
2013-01-19,1709
2013-01-20,1710
2013-01-21,1711
2013-01-22,1712
2013-01-23,1713
2013-01-24,1714
2013-01-25,1715
2013-01-26,1716
2013-01-27,1718
2013-01-28,1719
2013-01-29,1720
2013-01-30,1721
2013-01-31,1722
2013-02-01,1723
2013-02-02,1724
2013-02-03,1726
2013-02-04,1727
2013-02-05,1728
2013-02-06,1729
2013-02-07,1730
2013-02-08,1731
2013-02-09,1732
2013-02-10,1734
2013-02-11,1735
2013-02-12,1736
2013-02-13,1737
2013-02-14,1738
2013-02-15,1739
2013-02-16,1740
2013-02-17,1741
2013-02-18,1743
2013-02-19,1744
2013-02-20,1745
2013-02-21,1746
2013-02-22,1747
2013-02-23,1748
2013-02-24,1749
2013-02-25,1750
2013-02-26,1751
2013-02-27,1752
2013-02-28,1753
2013-03-01,1754
2013-03-02,1755
2013-03-03,1756
2013-03-04,1757
2013-03-05,1758
2013-03-06,1759
2013-03-07,1800
2013-03-08,1801
2013-03-09,1802
2013-03-10,1803
2013-03-11,1804
2013-03-12,1805
2013-03-13,1806
2013-03-14,1807
2013-03-15,1808
2013-03-16,1809
2013-03-17,1810
2013-03-18,1811
2013-03-19,1812
2013-03-20,1813
2013-03-21,1814
2013-03-22,1815
2013-03-23,1816
2013-03-24,1817
2013-03-25,1818
2013-03-26,1819
2013-03-27,1820
2013-03-28,1821
2013-03-29,1822
2013-03-30,1823
2013-03-31,1824
2013-04-01,1825
2013-04-02,1826
2013-04-03,1827
2013-04-04,1828
2013-04-05,1828
2013-04-06,1829
2013-04-07,1830
2013-04-08,1831
2013-04-09,1832
2013-04-10,1833
2013-04-11,1834
2013-04-12,1835
2013-04-13,1836
2013-04-14,1837
2013-04-15,1838
2013-04-16,1839
2013-04-17,1840
2013-04-18,1841
2013-04-19,1842
2013-04-20,1843
2013-04-21,1844
2013-04-22,1845
2013-04-23,1846
2013-04-24,1847
2013-04-25,1848
2013-04-26,1849
2013-04-27,1849
2013-04-28,1850
2013-04-29,1851
2013-04-30,1852
2013-05-01,1853
2013-05-02,1854
2013-05-03,1855
2013-05-04,1856
2013-05-05,1857
2013-05-06,1858
2013-05-07,1859
2013-05-08,1900
2013-05-09,1901
2013-05-10,1902
2013-05-11,1903
2013-05-12,1904
2013-05-13,1904
2013-05-14,1905
2013-05-15,1906
2013-05-16,1907
2013-05-17,1908
2013-05-18,1909
2013-05-19,1910
2013-05-20,1911
2013-05-21,1911
2013-05-22,1912
2013-05-23,1913
2013-05-24,1914
2013-05-25,1915
2013-05-26,1915
2013-05-27,1916
2013-05-28,1917
2013-05-29,1918
2013-05-30,1918
2013-05-31,1919
2013-06-01,1920
2013-06-02,1921
2013-06-03,1921
2013-06-04,1922
2013-06-05,1922
2013-06-06,1923
2013-06-07,1924
2013-06-08,1924
2013-06-09,1925
2013-06-10,1925
2013-06-11,1926
2013-06-12,1926
2013-06-13,1926
2013-06-14,1927
2013-06-15,1927
2013-06-16,1928
2013-06-17,1928
2013-06-18,1928
2013-06-19,1928
2013-06-20,1929
2013-06-21,1929
2013-06-22,1929
2013-06-23,1929
2013-06-24,1929
2013-06-25,1929
2013-06-26,1930
2013-06-27,1930
2013-06-28,1930
2013-06-29,1930
2013-06-30,1929
2013-07-01,1929
2013-07-02,1929
2013-07-03,1929
2013-07-04,1929
2013-07-05,1929
2013-07-06,1928
2013-07-07,1928
2013-07-08,1928
2013-07-09,1927
2013-07-10,1927
2013-07-11,1927
2013-07-12,1926
2013-07-13,1926
2013-07-14,1925
2013-07-15,1925
2013-07-16,1924
2013-07-17,1924
2013-07-18,1923
2013-07-19,1922
2013-07-20,1922
2013-07-21,1921
2013-07-22,1920
2013-07-23,1919
2013-07-24,1919
2013-07-25,1918
2013-07-26,1917
2013-07-27,1916
2013-07-28,1915
2013-07-29,1914
2013-07-30,1913
2013-07-31,1912
2013-08-01,1911
2013-08-02,1910
2013-08-03,1909
2013-08-04,1908
2013-08-05,1907
2013-08-06,1906
2013-08-07,1905
2013-08-08,1904
2013-08-09,1902
2013-08-10,1901
2013-08-11,1900
2013-08-12,1859
2013-08-13,1857
2013-08-14,1856
2013-08-15,1855
2013-08-16,1854
2013-08-17,1852
2013-08-18,1851
2013-08-19,1850
2013-08-20,1848
2013-08-21,1847
2013-08-22,1845
2013-08-23,1844
2013-08-24,1842
2013-08-25,1841
2013-08-26,1840
2013-08-27,1838
2013-08-28,1837
2013-08-29,1835
2013-08-30,1834
2013-08-31,1832
2013-09-01,1831
2013-09-02,1829
2013-09-03,1828
2013-09-04,1826
2013-09-05,1824
2013-09-06,1823
2013-09-07,1821
2013-09-08,1820
2013-09-09,1818
2013-09-10,1817
2013-09-11,1815
2013-09-12,1813
2013-09-13,1812
2013-09-14,1810
2013-09-15,1809
2013-09-16,1807
2013-09-17,1806
2013-09-18,1804
2013-09-19,1802
2013-09-20,1801
2013-09-21,1759
2013-09-22,1758
2013-09-23,1756
2013-09-24,1754
2013-09-25,1753
2013-09-26,1751
2013-09-27,1750
2013-09-28,1748
2013-09-29,1746
2013-09-30,1745
2013-10-01,1743
2013-10-02,1742
2013-10-03,1740
2013-10-04,1739
2013-10-05,1737
2013-10-06,1736
2013-10-07,1734
2013-10-08,1733
2013-10-09,1731
2013-10-10,1730
2013-10-11,1728
2013-10-12,1727
2013-10-13,1725
2013-10-14,1724
2013-10-15,1722
2013-10-16,1721
2013-10-17,1720
2013-10-18,1718
2013-10-19,1717
2013-10-20,1715
2013-10-21,1714
2013-10-22,1713
2013-10-23,1711
2013-10-24,1710
2013-10-25,1709
2013-10-26,1708
2013-10-27,1706
2013-10-28,1705
2013-10-29,1704
2013-10-30,1703
2013-10-31,1702
2013-11-01,1701
2013-11-02,1700
2013-11-03,1658
2013-11-04,1657
2013-11-05,1656
2013-11-06,1655
2013-11-07,1654
2013-11-08,1653
2013-11-09,1653
2013-11-10,1652
2013-11-11,1651
2013-11-12,1650
2013-11-13,1649
2013-11-14,1648
2013-11-15,1648
2013-11-16,1647
2013-11-17,1646
2013-11-18,1646
2013-11-19,1645
2013-11-20,1644
2013-11-21,1644
2013-11-22,1643
2013-11-23,1643
2013-11-24,1642
2013-11-25,1642
2013-11-26,1641
2013-11-27,1641
2013-11-28,1641
2013-11-29,1641
2013-11-30,1640
2013-12-01,1640
2013-12-02,1640
2013-12-03,1640
2013-12-04,1640
2013-12-05,1640
2013-12-06,1640
2013-12-07,1640
2013-12-08,1640
2013-12-09,1640
2013-12-10,1640
2013-12-11,1640
2013-12-12,1640
2013-12-13,1640
2013-12-14,1641
2013-12-15,1641
2013-12-16,1641
2013-12-17,1642
2013-12-18,1642
2013-12-19,1642
2013-12-20,1643
2013-12-21,1643
2013-12-22,1644
2013-12-23,1644
2013-12-24,1645
2013-12-25,1646
2013-12-26,1646
2013-12-27,1647
2013-12-28,1648
2013-12-29,1648
2013-12-30,1649
2013-12-31,1650
2014-01-01,1651
2014-01-02,1651
2014-01-03,1652
2014-01-04,1653
2014-01-05,1654
2014-01-06,1655
2014-01-07,1656
2014-01-08,1657
2014-01-09,1658
2014-01-10,1659
2014-01-11,1700
2014-01-12,1701
2014-01-13,1702
2014-01-14,1703
2014-01-15,1704
2014-01-16,1705
2014-01-17,1706
2014-01-18,1707
2014-01-19,1708
2014-01-20,1709
2014-01-21,1710
2014-01-22,1712
2014-01-23,1713
2014-01-24,1714
2014-01-25,1715
2014-01-26,1716
2014-01-27,1717
2014-01-28,1718
2014-01-29,1720
2014-01-30,1721
2014-01-31,1722
2014-02-01,1723
2014-02-02,1724
2014-02-03,1725
2014-02-04,1726
2014-02-05,1728
2014-02-06,1729
2014-02-07,1730
2014-02-08,1731
2014-02-09,1732
2014-02-10,1733
2014-02-11,1734
2014-02-12,1736
2014-02-13,1737
2014-02-14,1738
2014-02-15,1739
2014-02-16,1740
2014-02-17,1741
2014-02-18,1742
2014-02-19,1743
2014-02-20,1744
2014-02-21,1746
2014-02-22,1747
2014-02-23,1748
2014-02-24,1749
2014-02-25,1750
2014-02-26,1751
2014-02-27,1752
2014-02-28,1753
2014-03-01,1754
2014-03-02,1755
2014-03-03,1756
2014-03-04,1757
2014-03-05,1758
2014-03-06,1759
2014-03-07,1800
2014-03-08,1801
2014-03-09,1802
2014-03-10,1803
2014-03-11,1804
2014-03-12,1805
2014-03-13,1806
2014-03-14,1807
2014-03-15,1808
2014-03-16,1809
2014-03-17,1810
2014-03-18,1811
2014-03-19,1812
2014-03-20,1813
2014-03-21,1814
2014-03-22,1815
2014-03-23,1816
2014-03-24,1817
2014-03-25,1818
2014-03-26,1819
2014-03-27,1820
2014-03-28,1821
2014-03-29,1822
2014-03-30,1823
2014-03-31,1824
2014-04-01,1824
2014-04-02,1825
2014-04-03,1826
2014-04-04,1827
2014-04-05,1828
2014-04-06,1829
2014-04-07,1830
2014-04-08,1831
2014-04-09,1832
2014-04-10,1833
2014-04-11,1834
2014-04-12,1835
2014-04-13,1836
2014-04-14,1837
2014-04-15,1838
2014-04-16,1839
2014-04-17,1840
2014-04-18,1841
2014-04-19,1842
2014-04-20,1843
2014-04-21,1844
2014-04-22,1844
2014-04-23,1845
2014-04-24,1846
2014-04-25,1847
2014-04-26,1848
2014-04-27,1849
2014-04-28,1850
2014-04-29,1851
2014-04-30,1852
2014-05-01,1853
2014-05-02,1854
2014-05-03,1855
2014-05-04,1856
2014-05-05,1857
2014-05-06,1858
2014-05-07,1859
2014-05-08,1900
2014-05-09,1901
2014-05-10,1902
2014-05-11,1902
2014-05-12,1903
2014-05-13,1904
2014-05-14,1905
2014-05-15,1906
2014-05-16,1907
2014-05-17,1908
2014-05-18,1909
2014-05-19,1910
2014-05-20,1910
2014-05-21,1911
2014-05-22,1912
2014-05-23,1913
2014-05-24,1914
2014-05-25,1915
2014-05-26,1915
2014-05-27,1916
2014-05-28,1917
2014-05-29,1918
2014-05-30,1918
2014-05-31,1919
2014-06-01,1920
2014-06-02,1920
2014-06-03,1921
2014-06-04,1922
2014-06-05,1922
2014-06-06,1923
2014-06-07,1923
2014-06-08,1924
2014-06-09,1925
2014-06-10,1925
2014-06-11,1926
2014-06-12,1926
2014-06-13,1926
2014-06-14,1927
2014-06-15,1927
2014-06-16,1928
2014-06-17,1928
2014-06-18,1928
2014-06-19,1928
2014-06-20,1929
2014-06-21,1929
2014-06-22,1929
2014-06-23,1929
2014-06-24,1929
2014-06-25,1929
2014-06-26,1930
2014-06-27,1930
2014-06-28,1930
2014-06-29,1930
2014-06-30,1929
2014-07-01,1929
2014-07-02,1929
2014-07-03,1929
2014-07-04,1929
2014-07-05,1929
2014-07-06,1928
2014-07-07,1928
2014-07-08,1928
2014-07-09,1928
2014-07-10,1927
2014-07-11,1927
2014-07-12,1926
2014-07-13,1926
2014-07-14,1925
2014-07-15,1925
2014-07-16,1924
2014-07-17,1924
2014-07-18,1923
2014-07-19,1922
2014-07-20,1922
2014-07-21,1921
2014-07-22,1920
2014-07-23,1920
2014-07-24,1919
2014-07-25,1918
2014-07-26,1917
2014-07-27,1916
2014-07-28,1915
2014-07-29,1914
2014-07-30,1913
2014-07-31,1912
2014-08-01,1911
2014-08-02,1910
2014-08-03,1909
2014-08-04,1908
2014-08-05,1907
2014-08-06,1906
2014-08-07,1905
2014-08-08,1904
2014-08-09,1903
2014-08-10,1901
2014-08-11,1900
2014-08-12,1859
2014-08-13,1858
2014-08-14,1856
2014-08-15,1855
2014-08-16,1854
2014-08-17,1853
2014-08-18,1851
2014-08-19,1850
2014-08-20,1848
2014-08-21,1847
2014-08-22,1846
2014-08-23,1844
2014-08-24,1843
2014-08-25,1841
2014-08-26,1840
2014-08-27,1839
2014-08-28,1837
2014-08-29,1836
2014-08-30,1834
2014-08-31,1833
2014-09-01,1831
2014-09-02,1829
2014-09-03,1828
2014-09-04,1826
2014-09-05,1825
2014-09-06,1823
2014-09-07,1822
2014-09-08,1820
2014-09-09,1819
2014-09-10,1817
2014-09-11,1815
2014-09-12,1814
2014-09-13,1812
2014-09-14,1811
2014-09-15,1809
2014-09-16,1808
2014-09-17,1806
2014-09-18,1804
2014-09-19,1803
2014-09-20,1801
2014-09-21,1800
2014-09-22,1758
2014-09-23,1756
2014-09-24,1755
2014-09-25,1753
2014-09-26,1752
2014-09-27,1750
2014-09-28,1748
2014-09-29,1747
2014-09-30,1745
2014-10-01,1744
2014-10-02,1742
2014-10-03,1741
2014-10-04,1739
2014-10-05,1738
2014-10-06,1736
2014-10-07,1735
2014-10-08,1733
2014-10-09,1731
2014-10-10,1730
2014-10-11,1729
2014-10-12,1727
2014-10-13,1726
2014-10-14,1724
2014-10-15,1723
2014-10-16,1721
2014-10-17,1720
2014-10-18,1719
2014-10-19,1717
2014-10-20,1716
2014-10-21,1714
2014-10-22,1713
2014-10-23,1712
2014-10-24,1711
2014-10-25,1709
2014-10-26,1708
2014-10-27,1707
2014-10-28,1706
2014-10-29,1704
2014-10-30,1703
2014-10-31,1702
2014-11-01,1701
2014-11-02,1700
2014-11-03,1659
2014-11-04,1658
2014-11-05,1657
2014-11-06,1656
2014-11-07,1655
2014-11-08,1654
2014-11-09,1653
2014-11-10,1652
2014-11-11,1651
2014-11-12,1650
2014-11-13,1649
2014-11-14,1649
2014-11-15,1648
2014-11-16,1647
2014-11-17,1646
2014-11-18,1646
2014-11-19,1645
2014-11-20,1644
2014-11-21,1644
2014-11-22,1643
2014-11-23,1643
2014-11-24,1642
2014-11-25,1642
2014-11-26,1642
2014-11-27,1641
2014-11-28,1641
2014-11-29,1641
2014-11-30,1640
2014-12-01,1640
2014-12-02,1640
2014-12-03,1640
2014-12-04,1640
2014-12-05,1640
2014-12-06,1640
2014-12-07,1640
2014-12-08,1640
2014-12-09,1640
2014-12-10,1640
2014-12-11,1640
2014-12-12,1640
2014-12-13,1640
2014-12-14,1640
2014-12-15,1641
2014-12-16,1641
2014-12-17,1641
2014-12-18,1642
2014-12-19,1642
2014-12-20,1643
2014-12-21,1643
2014-12-22,1644
2014-12-23,1644
2014-12-24,1645
2014-12-25,1645
2014-12-26,1646
2014-12-27,1647
2014-12-28,1647
2014-12-29,1648
2014-12-30,1649
2014-12-31,1650
